region,district,City,latitude,longitude
Тернопільська,Борщівський,Бабинці,26.05888,48.66978
Тернопільська,Борщівський,Боришківці,26.35826,48.5515
Тернопільська,Борщівський,Вигода,26.35346,48.5376
Тернопільська,Борщівський,Висічка,25.99245,48.792
Тернопільська,Борщівський,Гермаківка,26.17956,48.69278
Тернопільська,Борщівський,Горошова,26.1042,48.54532
Тернопільська,Борщівський,Залісся,26.23552,48.66651
Тернопільська,Борщівський,Зелене,26.19759,48.57862
Тернопільська,Борщівський,Трійця,26.23055,48.7944
Тернопільська,Борщівський,Дзвинячка,26.24994,48.58137
Тернопільська,Заліщицький,Королівка,25.99125,48.74205
Тернопільська,Борщівський,Кривче,26.10403,48.69947
Тернопільська,Борщівський,Латківці,26.28084,48.55511
Тернопільська,Борщівський,Монастирок,25.85718,48.73312
Тернопільська,Борщівський,Михайлівка,26.2575,48.60626
Тернопільська,Борщівський,Михалків,26.08824,48.62755
Тернопільська,Борщівський,Мушкарів,25.82817,48.78822
Тернопільська,Заліщицький,Мишків,25.8268,48.77449
Тернопільська,Борщівський,Нивра,26.2187,48.71767
Тернопільська,Борщівський,Панівці,26.31277,48.57931
Тернопільська,Борщівський,Пищатинці,25.98885,48.78342
Тернопільська,Борщівський,Сапогів,26.08601,48.73003
Тернопільська,Борщівський,Сков'ятин,26.03365,48.72642
Тернопільська,Борщівський,Слобідка-мушкатівська,26.09682,48.79457
Тернопільська,Борщівський,Стрілківці,25.98936,48.76625
Тернопільська,Борщівський,Турильче,26.18952,48.77552
Тернопільська,Борщівський,Урожайне,26.27604,48.56609
Тернопільська,Борщівський,Устя,26.08669,48.6145
Тернопільська,Борщівський,Худіївці,26.04292,48.69518
Тернопільська,Борщівський,Збручанське,26.26711,48.66222
Тернопільська,Борщівський,Шишківці,26.02987,48.70857
Тернопільська,Борщівський,Шупарка,25.99743,48.68248
Тернопільська,Борщівський,Юр'ямпіль,25.94009,48.74084
Тернопільська,Заліщицький,Бедриківці,25.78045,48.69261
Тернопільська,Заліщицький,Бересток,25.71762,48.77775
Тернопільська,Заліщицький,Винятинці,25.89289,48.68488
Тернопільська,Заліщицький,Ворвулинці,25.7468,48.78427
Тернопільська,Заліщицький,Глушка,25.66406,48.73775
Тернопільська,Заліщицький,Дзвиняч,25.73496,48.70617
Тернопільська,Заліщицький,Дунів,25.8922,48.64128
Тернопільська,Заліщицький,Дуплиська,25.77547,48.7211
Тернопільська,Заліщицький,Зелений Гай,25.65874,48.67853
Тернопільська,Заліщицький,Касперівці,25.84293,48.6672
Тернопільська,Заліщицький,Колодрібка,26.01648,48.63047
Тернопільська,Заліщицький,Кулаківці,25.87383,48.63836
Тернопільська,Заліщицький,Лисичники,25.84877,48.69501
Тернопільська,Заліщицький,Вигода,25.93409,48.66291
Тернопільська,Заліщицький,Новосілка,25.92035,48.71269
Тернопільська,Заліщицький,Ставки,25.78337,48.75578
Тернопільська,Заліщицький,Торське,25.67179,48.75904
Тернопільська,Заліщицький,Устечко,25.60124,48.77054
Тернопільська,Заліщицький,Щитівці,25.87126,48.65862
Івано-Франківська,Городенківський,Якубівка,25.66973,48.77878
Тернопільська,Борщівський,Більче-золоте,25.8807,48.77226
Тернопільська,Заліщицький,Іване-золоте,25.63522,48.72127
Тернопільська,Борщівський,Іване-пусте,26.19003,48.64385
Тернопільська,Заліщицький,Зозулинці,25.92173,48.59356
Хмельницька,Кам'янець-подільський,Кудринці,26.28788,48.61364
Тернопільська,Борщівський,Вільховець,26.15381,48.5606
Тернопільська,Заліщицький,Блищанка,25.81255,48.73398
Тернопільська,Борщівський,Пилипче,26.09596,48.64042
Тернопільська,Борщівський,Худиківці,26.143,48.61347
Тернопільська,Борщівський,Дністрове,26.23089,48.53588
Тернопільська,Борщівський,Дзвенигород,26.27981,48.54532
Тернопільська,Борщівський,Трубчин,26.31088,48.51391
Чернівецька,Хотинський,Білівці,26.36376,48.51408
Тернопільська,Борщівський,Окопи,26.42075,48.53897
Тернопільська,Борщівський,Підпилип'я,26.23638,48.76917
Тернопільська,Заліщицький,Гиньківці,25.74818,48.7702
Тернопільська,Заліщицький,Угриньківці,25.75367,48.75252
Тернопільська,Заліщицький,Хартонівці,25.74955,48.7635
Тернопільська,Заліщицький,Добрівляни,25.75436,48.67115
Чернівецька,Кіцманський,Валява,25.83469,48.43357
Чернівецька,Кіцманський,Витилівка,25.80122,48.40713
Чернівецька,Кіцманський,Гаврилівці,25.65891,48.46567
Чернівецька,Кіцманський,Глиниця,25.70423,48.32199
Чернівецька,Кіцманський,Дубівці,25.71282,48.35306
Чернівецька,Кіцманський,Іванківці,25.67024,48.45245
Чернівецька,Кіцманський,Кліводин,25.75092,48.47717
Чернівецька,Кіцманський,Лашківка,25.78062,48.41366
Чернівецька,Кіцманський,Оршівці,25.62492,48.42653
Чернівецька,Кіцманський,Ошихліби,25.70509,48.42396
Чернівецька,Кіцманський,Ревне,25.79676,48.33504
Чернівецька,Кіцманський,Ставчани,25.68209,48.51013
Чернівецька,Кіцманський,Стрілецький Кут,25.83349,48.32868
Чернівецька,Кіцманський,Хлівище,25.63231,48.48524
Чернівецька,Кіцманський,Шипинці,25.75264,48.37761
Чернівецька,Заставнівський,Баламутівка,26.06009,48.53519
Чернівецька,Заставнівський,Брідок,25.977,48.61467
Чернівецька,Заставнівський,Васловівці,25.92945,48.4449
Чернівецька,Заставнівський,Вербівці,25.91452,48.49142
Чернівецька,Заставнівський,Василів,25.84173,48.6042
Чернівецька,Заставнівський,Горошівці,25.97511,48.47889
Чернівецька,Заставнівський,Добринівці,26.01923,48.48301
Чернівецька,Заставнівський,Дорошівці,25.89289,48.58738
Чернівецька,Заставнівський,Задубрівка,25.93168,48.38465
Чернівецька,Заставнівський,Кадубівці,25.77015,48.58051
Чернівецька,Заставнівський,Хрещатик,25.7456,48.62789
Чернівецька,Заставнівський,Вікно,25.97305,48.56987
Чернівецька,Заставнівський,Онут,26.04687,48.56644
Чернівецька,Заставнівський,Репужинці,25.79315,48.65312
Чернівецька,Заставнівський,Товтри,25.86439,48.56558
Чернівецька,Заставнівський,Чуньків,25.81719,48.59253
Чернівецька,Заставнівський,Шубранець,25.88619,48.39529
Чернівецька,Хотинський,Білівці,26.4834,48.34843
Чернівецька,Хотинський,Блищадь,26.13253,48.50189
Чернівецька,Хотинський,Бочківці,26.16497,48.43134
Чернівецька,Хотинський,Ворничани,26.48478,48.41898
Чернівецька,Хотинський,Данківці,26.5107,48.42396
Чернівецька,Хотинський,Долиняни,26.42916,48.40731
Чернівецька,Хотинський,Зарожани,26.28874,48.41263
Чернівецька,Хотинський,Каплівка,26.5095,48.4473
Чернівецька,Хотинський,Керстенці,26.3471,48.37211
Чернівецька,Хотинський,Клішківці,26.26213,48.4334
Чернівецька,Хотинський,Колінківці,26.14145,48.4061
Чернівецька,Хотинський,Круглик,26.44581,48.37057
Чернівецька,Хотинський,Крутеньки,26.54743,48.37246
Чернівецька,Хотинський,Недобоївці,26.36101,48.43632
Чернівецька,Хотинський,Пашківці,26.47705,48.39151
Чернівецька,Хотинський,Перебиківці,26.13596,48.58446
Чернівецька,Хотинський,Поляна,26.23673,48.48541
Чернівецька,Хотинський,Рукшин,26.40581,48.48747
Чернівецька,Хотинський,Санківці,26.22437,48.36937
Чернівецька,Хотинський,Чепоноси,26.35346,48.48318
Чернівецька,Хотинський,Ярівка,26.527,48.35976
Чернівецька,Новоселицький,Балківці,26.5682,48.35237
Чернівецька,Новоселицький,Буда,26.02318,48.31409
Чернівецька,Новоселицький,Динівці,26.29475,48.3189
Чернівецька,Новоселицький,Довжок,26.33354,48.34001
Чернівецька,Новоселицький,Жилівка,26.43053,48.34276
Чернівецька,Новоселицький,Малинівка,26.33577,48.31392
Чернівецька,Новоселицький,Несвоя,26.57421,48.33521
Чернівецька,Герцаївський,Остриця,26.05528,48.28989
Чернівецька,Новоселицький,Подвірне,26.62142,48.29744
Чернівецька,Новоселицький,Рідківці,26.06661,48.3371
Чернівецька,Новоселицький,Стальнівці,26.54915,48.30191
Чернівецька,Новоселицький,Топорівці,26.09064,48.38499
Чернівецька,Новоселицький,Форосна,26.43723,48.31838
Чернівецька,Новоселицький,Черленівка,26.39963,48.29349
Чернівецька,Новоселицький,Щербинці,26.43517,48.30414
Чернівецька,Кельменецький,Козиряни,26.64614,48.37108
Чернівецька,Кельменецький,Лівинці,26.6082,48.40799
Чернівецька,Кельменецький,Михайлівка,26.60717,48.38396
Чернівецька,Кельменецький,Оселівка,26.61833,48.43872
Чернівецька,Кельменецький,Перківці,26.65592,48.44885
Чернівецька,Новоселицький,Магала,26.02507,48.30156
Чернівецька,Заставнівський,Горішні Шерівці,25.95606,48.39683
Чернівецька,Заставнівський,Ржавинці,26.07708,48.50344
Чернівецька,Хотинський,Ставчани,26.4065,48.38859
Чернівецька,Новоселицький,Чорнівка,26.01013,48.41829
Чернівецька,Кіцманський,Борівці,25.63608,48.58652
Чернівецька,Заставнівський,Погорілівка,25.96499,48.54755
Чернівецька,Заставнівський,Веренчанка,25.74303,48.54395
Чернівецька,Заставнівський,Малий Кучурів,25.90885,48.4667
Чернівецька,Новоселицький,Рингач,26.23724,48.31032
Чернівецька,Новоселицький,Рокитне,26.19003,48.32989
Чернівецька,Новоселицький,Шишківці,26.2726,48.34825
Чернівецька,Кіцманський,Южинець,25.65857,48.53605
Чернівецька,Кіцманський,Киселів,25.65994,48.57948
Чернівецька,Кіцманський,Шишківці,25.63351,48.55116
Чернівецька,Хотинський,Шилівці,26.21286,48.43288
Чернівецька,Хотинський,Грозинці,26.12875,48.41864
Чернівецька,Хотинський,Малинці,26.26179,48.41452
Чернівецька,Кіцманський,Берегомет,25.69565,48.36439
Чернівецька,Кіцманський,Брусниця,25.60089,48.34963
Чернівецька,Кіцманський,Бурдей,25.76002,48.3431
Чернівецька,Кіцманський,Виноград,25.61256,48.30431
Чернівецька,Кіцманський,Давидівці,25.70578,48.49005
Чернівецька,Кіцманський,Діброва,25.62029,48.32422
Чернівецька,Кіцманський,Клокічка,25.66509,48.37023
Чернівецька,Кіцманський,Коростувата,25.73256,48.33521
Чернівецька,Кіцманський,Нові Драчинці,25.71762,48.30208
Чернівецька,Кіцманський,Остра,25.64501,48.31924
Чернівецька,Кіцманський,П'ядиківці,25.6517,48.38001
Чернівецька,Кіцманський,Реваківці,25.68518,48.37263
Чернівецька,Кіцманський,Чортория,25.5657,48.37126
Чернівецька,Заставнівський,Бабин,25.62561,48.64763
Чернівецька,Заставнівський,Вимушів,25.64982,48.65124
Чернівецька,Заставнівський,Звенячин,25.73753,48.62085
Чернівецька,Заставнівський,Йосипівка,25.71299,48.60369
Чернівецька,Заставнівський,Кулівці,25.82783,48.6339
Чернівецька,Заставнівський,Мусорівка,26.03811,48.62411
Чернівецька,Заставнівський,Митків,26.01048,48.60472
Чернівецька,Заставнівський,Прилипче,25.67505,48.64935
Чернівецька,Заставнівський,Рудка,25.61359,48.63235
Чернівецька,Заставнівський,Самушин,26.05391,48.60111
Чернівецька,Заставнівський,Степанівка,25.68449,48.62051
Чернівецька,Заставнівський,Чорний Потік,26.00275,48.55545
Чернівецька,Заставнівський,Яблунівка,25.78938,48.51837
Чернівецька,Хотинський,Гринячка,26.15673,48.51786
Чернівецька,Хотинський,Млинки,26.23243,48.46138
Чернівецька,Хотинський,Орестівка,26.38573,48.51219
Чернівецька,Новоселицький,Берестя,26.35655,48.33143
Чернівецька,Новоселицький,Гай,26.15038,48.32662
Чернівецька,Кельменецький,Кроква,26.60545,48.4231
Чернівецька,Хотинський,Зелена Липа,26.13802,48.53279
Чернівецька,Кіцманський,Малятинці,25.6469,48.51047
Чернівецька,Кіцманський,Зеленів,25.64243,48.35443
Чернівецька,Вижницький,Волока,25.54716,48.33195
Чернівецька,Заставнівський,Юрківці,25.93426,48.50223
Чернівецька,Кельменецький,Бернове,26.63378,48.49794
Чернівецька,Хотинський,Анадоли,26.52803,48.48867
Чернівецька,Хотинський,Атаки,26.47894,48.54172
Чернівецька,Хотинський,Пригородок,26.40392,48.53193
Чернівецька,Хотинський,Гордівці,26.33371,48.5055
Чернівецька,Хотинський,Рашків,26.26883,48.51116
Чернівецька,Заставнівський,Боянчук,25.95451,48.48919
Чернівецька,Кіцманський,Нижні Станівці,25.55111,48.29727
Чернівецька,Кіцманський,Верхні Станівці,25.58596,48.2971
Чернівецька,Кіцманський,Біла,25.88379,48.31753
Чернівецька,Хотинський,Ширівці,26.29835,48.42808
Чернівецька,Хотинський,Владична,26.35225,48.42327
Чернівецька,Сторожинецький,Спаська,25.79847,48.29058
Чернівецька,Хотинський,Рухотин,26.20514,48.51734
Чернівецька,Кіцманський,Драчинці,25.70131,48.29058
Хмельницька,Кам'янець-подільський,Адамівка,26.31517,48.71612
Хмельницька,Кам'янець-подільський,Вітківці,26.3677,48.54532
Хмельницька,Кам'янець-подільський,Нововолодимирівка,26.28016,48.7187
Тернопільська,Чортківський,Чортків,25.79659,49.00537
Тернопільська,Теребовлянський,Теребовля,25.68895,49.30063
Тернопільська,Борщівський,Борщів,26.03434,48.80367
Тернопільська,Борщівський,Скала-подільська,26.20205,48.84624
Тернопільська,Заліщицький,Товсте,25.72638,48.84745
Тернопільська,Чортківський,Заводське,25.85718,49.00005
Хмельницька,Чемеровецький,Гусятин,26.18162,49.07266
Тернопільська,Гусятинський,Копичинці,25.90834,49.10528
Тернопільська,Гусятинський,Хоростків,25.91829,49.21394
Хмельницька,Чемеровецький,Закупне,26.33268,49.11661
Хмельницька,Дунаєвецький,Смотрич,26.55722,48.94993
Хмельницька,Чемеровецький,Чемерівці,26.33852,49.01499
Хмельницька,Городоцький,Городок,26.56408,49.17137
Хмельницька,Городоцький,Сатанів,26.25767,49.25291
Тернопільська,Гусятинський,Увисла,25.96035,49.17721
Тернопільська,Чортківський,Джуринська Слобідка,25.56707,49.05327
Тернопільська,Гусятинський,Карашинці,25.92636,49.24106
Тернопільська,Гусятинський,Старий Нижбірок,26.04858,49.14013
Тернопільська,Чортківський,Білобожниця,25.66338,49.04795
Тернопільська,Гусятинський,Теклівка,25.91726,49.06099
Тернопільська,Гусятинський,Чагарі,25.97614,49.10374
Тернопільська,Чортківський,Мухавка,25.72157,48.90186
Тернопільська,Борщівський,Констанція,25.94164,48.85929
Тернопільська,Борщівський,Ланівці,25.98559,48.84659
Тернопільська,Борщівський,Бережанка,26.23501,48.81569
Тернопільська,Гусятинський,Целіїв,26.01666,49.15661
Тернопільська,Борщівський,Олексинці,25.83693,48.80436
Тернопільська,Борщівський,Бурдяківці,26.16686,48.89345
Тернопільська,Борщівський,Глибочок,25.90662,48.83148
Тернопільська,Борщівський,Грабівці,26.04549,48.89826
Тернопільська,Борщівський,Гуштин,26.12909,48.895
Тернопільська,Борщівський,Дубівка,26.1236,48.92933
Тернопільська,Борщівський,Жилинці,26.01339,48.88367
Тернопільська,Борщівський,Іванків,26.17046,48.8241
Тернопільська,Борщівський,Тулин,26.04755,48.84109
Тернопільська,Борщівський,Шершенівка,25.81959,48.81723
Тернопільська,Гусятинський,Красне,26.1648,49.29909
Тернопільська,Гусятинський,Білинівка,26.06678,49.29531
Тернопільська,Гусятинський,Васильківці,26.07176,49.09464
Тернопільська,Гусятинський,Волиця,26.21733,49.27454
Тернопільська,Гусятинський,Вигода,25.86662,49.03953
Тернопільська,Гусятинський,Городниця,26.10249,49.1863
Тернопільська,Гусятинський,Оленівка,25.97529,49.29548
Тернопільська,Гусятинський,Ємелівка,25.85856,49.09687
Тернопільська,Гусятинський,Жабинці,25.97769,49.04451
Тернопільська,Гусятинський,Калагарівка,26.24153,49.25514
Тернопільська,Гусятинський,Козина,26.25544,49.28913
Тернопільська,Гусятинський,Гадинківці,25.91709,49.04674
Тернопільська,Гусятинський,Котівка,25.90954,49.08228
Тернопільська,Гусятинський,Крогулець,26.01219,49.0991
Тернопільська,Гусятинський,Крутилів,26.19879,49.22956
Тернопільська,Гусятинський,Личківці,26.15999,49.14596
Тернопільська,Гусятинський,Майдан,25.81169,49.09172
Тернопільська,Гусятинський,Новосілка,26.1157,49.25016
Тернопільська,Гусятинський,Нижбірок,26.02198,49.12502
Тернопільська,Гусятинський,Вільхівчик,26.19536,49.09635
Тернопільська,Гусятинський,Оришківці,25.86937,49.06958
Тернопільська,Гусятинський,Верхівці,25.95211,49.26321
Тернопільська,Гусятинський,Постолівка,26.09699,49.20399
Тернопільська,Гусятинський,Раштівці,26.10077,49.22596
Тернопільська,Гусятинський,Саджівка,26.15021,49.28072
Тернопільська,Гусятинський,Самолусківці,26.11313,49.15369
Тернопільська,Гусятинський,Сидорів,26.16686,49.01276
Тернопільська,Гусятинський,Сорока,26.01374,49.21926
Тернопільська,Гусятинський,Суходіл,26.1569,49.03833
Тернопільська,Гусятинський,Тудорів,25.78062,49.11438
Тернопільська,Гусятинський,Чабарівка,26.12034,49.08108
Хмельницька,Чемеровецький,Шидлівці,26.20943,49.00778
Тернопільська,Чортківський,Базар,25.57428,48.94718
Тернопільська,Чортківський,Біла,25.76088,49.04537
Тернопільська,Чортківський,Білий Потік,25.67745,49.07661
Тернопільська,Чортківський,Бичківці,25.71247,49.09979
Тернопільська,Чортківський,Васильків,26.12995,48.99319
Тернопільська,Чортківський,Горішня Вигнанка,25.80654,49.02666
Тернопільська,Чортківський,Давидківці,25.99228,48.93619
Тернопільська,Чортківський,Джурин,25.57737,49.02923
Тернопільська,Чортківський,Залісся,25.89186,48.94392
Тернопільська,Чортківський,Звиняч,25.68174,49.12639
Тернопільська,Чортківський,Зелена,26.2096,48.98443
Тернопільська,Чортківський,Калинівщина,25.73599,49.0464
Тернопільська,Чортківський,Капустинці,25.82422,48.87131
Тернопільська,Чортківський,Колиндяни,25.94816,48.96521
Тернопільська,Чортківський,Косів,25.63059,49.09395
Тернопільська,Чортківський,Кривеньке,26.10952,49.00417
Тернопільська,Чортківський,Криволука,25.53257,48.97671
Тернопільська,Чортківський,Милівці,25.81942,48.88298
Тернопільська,Чортківський,Нагірянка,25.73256,48.93482
Тернопільська,Чортківський,Палашівка,25.57051,48.97705
Тернопільська,Чортківський,Пастуше,25.87795,49.02082
Тернопільська,Чортківський,Переходи,25.80242,49.04365
Тернопільська,Чортківський,Полівці,25.57995,49.00503
Тернопільська,Чортківський,Пробіжна,25.98867,49.02048
Тернопільська,Чортківський,Росохач,25.81375,48.95388
Тернопільська,Чортківський,Ридодуби,25.64261,49.06477
Тернопільська,Чортківський,Свидова,25.72844,48.87079
Тернопільська,Чортківський,Семаківці,25.69771,49.06288
Тернопільська,Чортківський,Скомороше,25.72432,49.12434
Тернопільська,Чортківський,Скородинці,25.7456,49.07764
Хмельницька,Чемеровецький,Сокиринці,26.20462,48.94873
Тернопільська,Чортківський,Сосулівка,25.82783,48.91834
Тернопільська,Чортківський,Стара Ягільниця,25.69393,48.97859
Тернопільська,Чортківський,Тарнавка,26.00052,48.91027
Тернопільська,Чортківський,Улашківці,25.8153,48.90152
Тернопільська,Чортківський,Чорнокінецька Воля,26.07983,48.94701
Тернопільська,Чортківський,Шульганівка,25.71367,48.95542
Тернопільська,Чортківський,Ягільниця,25.74955,48.94152
Тернопільська,Теребовлянський,Буданів,25.70337,49.1645
Тернопільська,Теребовлянський,Великий Говилів,25.86886,49.22613
Тернопільська,Теребовлянський,Вербівці,25.63007,49.16038
Тернопільська,Теребовлянський,Глещава,25.86783,49.302
Тернопільська,Теребовлянський,Гумниська,25.65359,49.27797
Тернопільська,Теребовлянський,Дарахів,25.5348,49.29085
Тернопільська,Теребовлянський,Деренівка,25.7535,49.23591
Тернопільська,Теребовлянський,Довге,25.74732,49.22613
Тернопільська,Теребовлянський,Долина,25.72466,49.21017
Тернопільська,Теребовлянський,Кобиловолоки,25.78096,49.18922
Тернопільська,Теребовлянський,Залав'є,25.69857,49.25669
Тернопільська,Теребовлянський,Кам'янка,25.5942,49.29102
Тернопільська,Теребовлянський,Лозівка,25.81204,49.25669
Тернопільська,Теребовлянський,Малий Говилів,25.87177,49.24484
Тернопільська,Теребовлянський,Малів,25.66835,49.28278
Тернопільська,Теребовлянський,Млиниська,25.74972,49.19248
Тернопільська,Теребовлянський,Мшанець,25.77908,49.22922
Тернопільська,Теребовлянський,Папірня,25.76157,49.13893
Тернопільська,Теребовлянський,Плебанівка,25.73238,49.27797
Тернопільська,Теребовлянський,Романівка,25.56913,49.21995
Тернопільська,Теребовлянський,Підгора,25.69153,49.27729
Тернопільська,Теребовлянський,Слобідка,25.70166,49.20107
Тернопільська,Теребовлянський,Стара Могильниця,25.61325,49.19849
Тернопільська,Теребовлянський,Тютьків,25.53669,49.30389
Тернопільська,Бучацький,Мартинівка,25.5324,49.10923
Тернопільська,Бучацький,Пожежа,25.53377,48.92795
Тернопільська,Заліщицький,Буряківка,25.58167,48.9113
Тернопільська,Заліщицький,Ангелівка,25.67299,48.8538
Тернопільська,Заліщицький,Лисівці,25.8201,48.85311
Тернопільська,Заліщицький,Нагоряни,25.61102,48.79955
Тернопільська,Заліщицький,Нирків,25.59986,48.815
Тернопільська,Заліщицький,Поділля,25.61205,48.85895
Тернопільська,Заліщицький,Рожанівка,25.70973,48.83629
Тернопільська,Заліщицький,Садки,25.56278,48.85054
Тернопільська,Заліщицький,Солоне,25.67951,48.82187
Тернопільська,Заліщицький,Шипівці,25.82131,48.83011
Тернопільська,Заліщицький,Шутроминці,25.53412,48.82685
Тернопільська,Теребовлянський,Іванівка,25.82182,49.27849
Тернопільська,Гусятинський,Клювинці,25.98215,49.25892
Тернопільська,Гусятинський,Товсте,26.09442,49.27334
Тернопільська,Чортківський,Ромашівка,25.59282,49.08605
Тернопільська,Гусятинський,Коцюбинці,25.97374,49.07164
Тернопільська,Чортківський,Коцюбинчики,26.15913,48.95817
Тернопільська,Чортківський,Товстеньке,26.06266,49.01962
Тернопільська,Чортківський,Великі Чорнокінці,26.01923,48.97293
Тернопільська,Чортківський,Антонів,25.68792,48.87766
Тернопільська,Борщівський,Озеряни,25.94627,48.89534
Тернопільська,Борщівський,Мушкатівка,26.10249,48.80487
Тернопільська,Борщівський,Пилатківці,25.99966,48.88882
Тернопільська,Теребовлянський,Ласківці,25.56896,49.17017
Тернопільська,Чортківський,Угринь,25.84036,48.97035
Тернопільська,Борщівський,Верхняківці,26.00155,48.81157
Тернопільська,Теребовлянський,Підгайчики,25.68913,49.24484
Тернопільська,Чортківський,Шманьківці,25.91761,48.99301
Тернопільська,Чортківський,Швайківці,25.93065,49.03009
Тернопільська,Чортківський,Черкавщина,25.6996,49.00675
Тернопільська,Борщівський,Лосяч,26.07948,48.91525
Тернопільська,Гусятинський,Перемилів,25.92585,49.2572
Тернопільська,Гусятинський,Яблунів,25.85392,49.14631
Хмельницька,Чемеровецький,Збриж,26.183,48.90873
Тернопільська,Заліщицький,Кошилівці,25.57772,48.87594
Тернопільська,Чортківський,Шманьківчики,25.91194,48.97465
Тернопільська,Гусятинський,Рудки,25.88533,49.16553
Тернопільська,Борщівський,Цигани,26.10455,48.86787
Тернопільська,Теребовлянський,Зубів,25.62544,49.30218
Тернопільська,Теребовлянський,Застіноче,25.64913,49.28827
Тернопільська,Теребовлянський,Острівець,25.62904,49.29067
Тернопільська,Теребовлянський,Семенів,25.68346,49.27832
Тернопільська,Теребовлянський,Зеленче,25.69565,49.27282
Тернопільська,Гусятинський,Хлопівка,25.95692,49.19609
Тернопільська,Гусятинський,Сухостав,25.85049,49.15523
Тернопільська,Чортківський,Долина,25.71882,48.94529
Тернопільська,Заліщицький,Попівці,25.57308,48.88367
Тернопільська,Заліщицький,Слобідка,25.58201,48.90049
Тернопільська,Чортківський,Заболотівка,25.83624,48.88641
Тернопільська,Заліщицький,Головчинці,25.73273,48.83011
Тернопільська,Заліщицький,Королівка,25.72603,48.81346
Тернопільська,Теребовлянський,Нова Могильниця,25.5954,49.2069
Тернопільська,Гусятинський,Кут,26.08257,49.27694
Тернопільська,Гусятинський,Малі Бірки,26.10317,49.24433
Хмельницька,Чемеровецький,Боднарівка,26.19175,49.03147
Тернопільська,Чортківський,Малі Чорнокінці,25.9964,48.97396
Тернопільська,Борщівський,Козаччина,26.00189,48.85637
Тернопільська,Борщівський,Гуштинка,26.1945,48.81466
Хмельницька,Городоцький,Кремінянські Хутори,26.4362,49.2069
Хмельницька,Городоцький,Кринцілів,26.20411,49.22716
Хмельницька,Городоцький,Мала Левада,26.59721,49.08554
Хмельницька,Городоцький,Мала Яромирка,26.50246,49.10065
Хмельницька,Городоцький,Папірня,26.60408,49.12485
Хмельницька,Городоцький,Підлісний Веселець,26.38968,49.29977
Хмельницька,Городоцький,Покровка,26.28393,49.24982
Хмельницька,Городоцький,Слобідка Кузьминська,26.56185,49.28415
Хмельницька,Городоцький,Сирватинці,26.51035,49.0761
Хмельницька,Чемеровецький,Антонівка,26.51482,48.94461
Хмельницька,Чемеровецький,Бурти,26.29406,48.82084
Хмельницька,Чемеровецький,Велика Зелена,26.22557,48.97945
Хмельницька,Чемеровецький,Гайове,26.50915,48.98168
Хмельницька,Чемеровецький,Діброва,26.52718,48.98117
Хмельницька,Чемеровецький,Драганівка,26.38556,48.87165
Хмельницька,Чемеровецький,Залісся,26.41079,49.06975
Хмельницька,Чемеровецький,Карачківці,26.53713,48.90736
Хмельницька,Чемеровецький,Кузьминчик,26.2151,49.09893
Хмельницька,Чемеровецький,Ленінське,26.28239,48.94478
Хмельницька,Чемеровецький,Лисогірка,26.26831,49.14871
Хмельницька,Чемеровецький,Мала Бережанка,26.23346,48.80779
Хмельницька,Чемеровецький,Мала Зелена,26.21304,48.97207
Хмельницька,Чемеровецький,Михайлівка,26.30745,48.8701
Хмельницька,Чемеровецький,Нова Гута,26.52803,48.96074
Хмельницька,Чемеровецький,Романівка,26.20857,49.15094
Хмельницька,Чемеровецький,Рудка,26.2381,49.10683
Хмельницька,Чемеровецький,Ружа,26.33715,48.86204
Хмельницька,Чемеровецький,Садове,26.41628,48.9228
Хмельницька,Чемеровецький,Слобідка-скипчанська,26.53833,49.02735
Хмельницька,Дунаєвецький,Криничани,26.5967,48.96349
Хмельницька,Дунаєвецький,Михівка,26.55344,48.93619
Хмельницька,Дунаєвецький,Ріпинці,26.56477,48.97087
Хмельницька,Дунаєвецький,Слобідка-балинська,26.65197,48.86135
Хмельницька,Кам'янець-подільський,Киселівка,26.54795,48.80247
Хмельницька,Чемеровецький,Хропотова,26.40839,48.9628
Хмельницька,Городоцький,Басівка,26.63,49.25754
Хмельницька,Чемеровецький,Нове Життя,26.33595,48.92263
Хмельницька,Чемеровецький,Вигода,26.30676,48.93036
Хмельницька,Чемеровецький,Теремківці,26.34316,49.04228
Хмельницька,Городоцький,Калитинці,26.48718,49.30012
Хмельницька,Городоцький,Олександрівка,26.32513,49.28518
Хмельницька,Городоцький,Велика Яромирка,26.50915,49.11198
Хмельницька,Городоцький,Грицьків,26.57164,49.0107
Хмельницька,Городоцький,Іванківці,26.25629,49.18768
Хмельницька,Городоцький,Кам'янка,26.28822,49.22922
Хмельницька,Городоцький,Кремінна,26.48615,49.20227
Хмельницька,Городоцький,Кузьмин,26.52426,49.26063
Хмельницька,Дунаєвецький,Лисогірка,26.55825,49.12828
Хмельницька,Городоцький,Матвійківці,26.60992,49.2766
Хмельницька,Городоцький,Нове Поріччя,26.60099,49.23574
Хмельницька,Городоцький,Радковиця,26.42881,49.24999
Хмельницька,Городоцький,Сатанівка,26.26402,49.27231
Хмельницька,Городоцький,Старе Поріччя,26.61661,49.24587
Хмельницька,Городоцький,Турчинці,26.41337,49.26784
Хмельницька,Городоцький,Юринці,26.26986,49.26184
Хмельницька,Чемеровецький,Андріївка,26.30213,48.96074
Хмельницька,Чемеровецький,Біла,26.47791,48.9077
Хмельницька,Чемеровецький,Боднарівка,26.21819,49.03833
