city,district,region,longitude,latitude,country
Острівчани,Кам'янець-подільський район,Хмельницька область,26.57112,48.59939,Україна
Панівці,Кам'янець-подільський район,Хмельницька область,26.61181,48.62017,Україна
Параівка,Кам'янець-подільський район,Хмельницька область,26.32839,48.6799,Україна
Привороття,Кам'янець-подільський район,Хмельницька область,26.33526,48.74187,Україна
Пудлівці,Кам'янець-подільський район,Хмельницька область,26.54177,48.72505,Україна
Ріпинці,Кам'янець-подільський район,Хмельницька область,26.39912,48.73501,Україна
Рихта,Кам'янець-подільський район,Хмельницька область,26.42057,48.64454,Україна
Слобідка-рихтівська,Кам'янець-подільський район,Хмельницька область,26.40925,48.62377,Україна
Ходорівці,Кам'янець-подільський район,Хмельницька область,26.52323,48.59459,Україна
Жванець,Кам'янець-подільський район,Хмельницька область,26.49387,48.54893,Україна
Руда,Кам'янець-подільський район,Хмельницька область,26.56752,48.55579,Україна
Гаврилівці,Кам'янець-подільський район,Хмельницька область,26.51362,48.5685,Україна
Кадиївці,Кам'янець-подільський район,Хмельницька область,26.44529,48.70617,Україна
Подоляни,Кам'янець-подільський район,Хмельницька область,26.24548,48.74857,Україна
Завалля,Кам'янець-подільський район,Хмельницька область,26.33612,48.60231,Україна
Чорнокозинці,Кам'янець-подільський район,Хмельницька область,26.28187,48.6593,Україна
Цвіклівці Перші,Кам'янець-подільський район,Хмельницька область,26.6264,48.57571,Україна
Устя,Кам'янець-подільський район,Хмельницька область,26.64391,48.57004,Україна
Шутнівці,Кам'янець-подільський район,Хмельницька область,26.61936,48.59716,Україна
Сокіл,Кам'янець-подільський район,Хмельницька область,26.65197,48.53433,Україна
Каветчина,Кам'янець-подільський район,Хмельницька область,26.65764,48.49863,Україна
Малинівці,Кам'янець-подільський район,Хмельницька область,26.59584,48.49726,Україна
Гринчук,Кам'янець-подільський район,Хмельницька область,26.60957,48.46138,Україна
Бабшин,Кам'янець-подільський район,Хмельницька область,26.55516,48.46945,Україна
Брага,Кам'янець-подільський район,Хмельницька область,26.51653,48.52112,Україна
Ісаківці,Кам'янець-подільський район,Хмельницька область,26.45147,48.54395,Україна
Збруч,Кам'янець-подільський район,Хмельницька область,26.42092,48.54584,Україна
Цвіклівці Другі,Кам'янець-подільський район,Хмельницька область,26.63344,48.58446,Україна
Підпилип'я,Борщівський район,Тернопільська область,26.25166,48.76024,Україна
Шустівці,Кам'янець-подільський район,Хмельницька область,26.24445,48.68746,Україна
Зіньківці,Кам'янець-подільський район,Хмельницька область,26.55447,48.68505,Україна
Цибулівка,Кам'янець-подільський район,Хмельницька область,26.59653,48.64471,Україна
Дубівка,Чемеровецький район,Хмельницька область,26.42675,49.12983,Україна
Жердя,Чемеровецький район,Хмельницька область,26.43602,48.80916,Україна
Завадівка,Чемеровецький район,Хмельницька область,26.50984,49.00314,Україна
Залуччя,Чемеровецький район,Хмельницька область,26.52134,48.85637,Україна
Зарічанка,Чемеровецький район,Хмельницька область,26.37577,48.88813,Україна
Івахнівці,Чемеровецький район,Хмельницька область,26.37526,49.09258,Україна
Кормильча,Чемеровецький район,Хмельницька область,26.39637,48.85225,Україна
Кутківці,Чемеровецький район,Хмельницька область,26.37028,49.13154,Україна
Мар'янівка,Чемеровецький район,Хмельницька область,26.2611,48.85654,Україна
Вільхівці,Чемеровецький район,Хмельницька область,26.2484,49.08056,Україна
П'ятничани,Чемеровецький район,Хмельницька область,26.24788,48.82685,Україна
Слобідка-смотрицька,Чемеровецький район,Хмельницька область,26.48186,48.97259,Україна
Степанівка,Чемеровецький район,Хмельницька область,26.45645,48.87903,Україна
Цикова,Чемеровецький район,Хмельницька область,26.57765,48.89826,Україна
Чагарівка,Чемеровецький район,Хмельницька область,26.26059,48.93173,Україна
Чорна,Чемеровецький район,Хмельницька область,26.4743,48.93774,Україна
Черче,Чемеровецький район,Хмельницька область,26.52392,48.87131,Україна
Шидлівці,Гусятинський район,Тернопільська область,26.22677,48.99868,Україна
Ямпільчик,Чемеровецький район,Хмельницька область,26.40272,49.00486,Україна
Рудка,Дунаєвецький район,Хмельницька область,26.65283,48.96984,Україна
Стара Гута,Дунаєвецький район,Хмельницька область,26.6185,48.94083,Україна
Чечельник,Дунаєвецький район,Хмельницька область,26.65318,48.832,Україна
Вербка,Кам'янець-подільський район,Хмельницька область,26.61833,48.80813,Україна
Дубинка,Кам'янець-подільський район,Хмельницька область,26.49611,48.80298,Україна
Думанів,Кам'янець-подільський район,Хмельницька область,26.54005,48.82032,Україна
Тростянець,Городоцький район,Хмельницька область,26.63532,49.26802,Україна
Кочубіїв,Чемеровецький район,Хмельницька область,26.39191,48.82427,Україна
Нігин,Кам'янець-подільський район,Хмельницька область,26.56683,48.83749,Україна
Бережанка,Чемеровецький район,Хмельницька область,26.34264,48.98306,Україна
Велика Левада,Городоцький район,Хмельницька область,26.58571,49.06992,Україна
Клинове,Городоцький район,Хмельницька область,26.37783,49.17292,Україна
Скипче,Городоцький район,Хмельницька область,26.53353,49.05636,Україна
Великий Карабчіїв,Городоцький район,Хмельницька область,26.60168,49.03009,Україна
Чорниводи,Городоцький район,Хмельницька область,26.62485,49.14596,Україна
Почапинці,Чемеровецький район,Хмельницька область,26.37783,48.91559,Україна
Купин,Городоцький район,Хмельницька область,26.57971,49.0979,Україна
Зверхівці,Городоцький район,Хмельницька область,26.35775,49.24536,Україна
Красноставці,Чемеровецький район,Хмельницька область,26.39809,48.79715,Україна
Юрківці,Чемеровецький район,Хмельницька область,26.34127,49.02786,Україна
Спасівка,Городоцький район,Хмельницька область,26.26299,49.23969,Україна
Йосипівка,Чемеровецький район,Хмельницька область,26.26299,49.04966,Україна
Сахкамінь,Кам'янець-подільський район,Хмельницька область,26.59824,48.85277,Україна
Петрівське,Дунаєвецький район,Хмельницька область,26.63481,48.90547,Україна
Шишківці,Городоцький район,Хмельницька область,26.52718,49.27814,Україна
Свіршківці,Чемеровецький район,Хмельницька область,26.36204,49.05533,Україна
Летава,Чемеровецький район,Хмельницька область,26.31414,48.90701,Україна
Ковалівка,Городоцький район,Хмельницька область,26.6494,49.29823,Україна
Кугаївці,Чемеровецький район,Хмельницька область,26.36633,48.95336,Україна
Лісоводи,Городоцький район,Хмельницька область,26.45903,49.17137,Україна
Голенищеве,Чемеровецький район,Хмельницька область,26.20256,49.13824,Україна
Криків,Чемеровецький район,Хмельницька область,26.2108,49.02305,Україна
Сокиринці,Чортківський район,Тернопільська область,26.19982,48.93671,Україна
Збриж,Борщівський район,Тернопільська область,26.19896,48.91371,Україна
Долинівка,Чемеровецький район,Хмельницька область,26.20497,48.85757,Україна
Жабинці,Чемеровецький район,Хмельницька область,26.24325,48.89637,Україна
Завадинці,Городоцький район,Хмельницька область,26.52512,49.0888,Україна
Стара Пісочна,Городоцький район,Хмельницька область,26.62623,49.09189,Україна
Нова Пісочна,Городоцький район,Хмельницька область,26.64442,49.10082,Україна
Бедриківці,Городоцький район,Хмельницька область,26.54554,49.2148,Україна
Новосілка,Городоцький район,Хмельницька область,26.52254,49.22373,Україна
Борщівка,Городоцький район,Хмельницька область,26.4144,49.23849,Україна
Рогатин,Рогатинський район,Івано-Франківська область,24.60955,49.41049,Україна
Перемишляни,Перемишлянський район,Львівська область,24.55856,49.66816,Україна
Золочів,Золочівський район,Львівська область,24.89382,49.79433,Україна
Нові Стрілища,Жидачівський район,Львівська область,24.40218,49.5183,Україна
Поморяни,Золочівський район,Львівська область,24.9424,49.62902,Україна
Бережани,Бережанський район,Тернопільська область,24.93691,49.44775,Україна
Зборів,Зборівський район,Тернопільська область,25.14273,49.66335,Україна
Козова,Козівський район,Тернопільська область,25.14856,49.43333,Україна
Залізці,Зборівський район,Тернопільська область,25.38511,49.80223,Україна
Козлів,Козівський район,Тернопільська область,25.34546,49.55435,Україна
Беньківці,Рогатинський район,Івано-Франківська область,24.45231,49.44002,Україна
Бойки,Рогатинський район,Івано-Франківська область,24.77829,49.3099,Україна
Воронів,Рогатинський район,Івано-Франківська область,24.57213,49.49135,Україна
Воскресинці,Рогатинський район,Івано-Франківська область,24.42518,49.35985,Україна
Гоноратівка,Рогатинський район,Івано-Франківська область,24.76765,49.40843,Україна
Городиська,Рогатинський район,Івано-Франківська область,24.82241,49.37599,Україна
Григорів,Рогатинський район,Івано-Франківська область,24.42295,49.33462,Україна
Дегова,Рогатинський район,Івано-Франківська область,24.47359,49.42474,Україна
Дички,Рогатинський район,Івано-Франківська область,24.50981,49.47555,Україна
Заливки,Рогатинський район,Івано-Франківська область,24.69486,49.32295,Україна
Залип'я,Рогатинський район,Івано-Франківська область,24.57985,49.43315,Україна
Залужжя,Рогатинський район,Івано-Франківська область,24.59942,49.40397,Україна
Зеленів,Рогатинський район,Івано-Франківська область,24.80507,49.37256,Україна
Корчунок,Рогатинський район,Івано-Франківська область,24.75649,49.42903,Україна
Кутці,Рогатинський район,Івано-Франківська область,24.64045,49.41273,Україна
Луковище,Рогатинський район,Івано-Франківська область,24.6135,49.45907,Україна
Малий Заланів,Рогатинський район,Івано-Франківська область,24.55479,49.45135,Україна
Малинівка,Рогатинський район,Івано-Франківська область,24.82481,49.34852,Україна
Обельниця,Рогатинський район,Івано-Франківська область,24.62723,49.31677,Україна
Йосипівка,Рогатинський район,Івано-Франківська область,24.52904,49.32192,Україна
Перенівка,Рогатинський район,Івано-Франківська область,24.61521,49.43212,Україна
Підбір'я,Рогатинський район,Івано-Франківська область,24.44235,49.48036,Україна
Підвиння,Рогатинський район,Івано-Франківська область,24.6559,49.42337,Україна
Підгороддя,Рогатинський район,Івано-Франківська область,24.59616,49.43968,Україна
Підмихайлівці,Рогатинський район,Івано-Франківська область,24.45608,49.33256,Україна
Помонята,Рогатинський район,Івано-Франківська область,24.44767,49.3923,Україна
Потік,Рогатинський район,Івано-Франківська область,24.58174,49.41736,Україна
Приозерне,Рогатинський район,Івано-Франківська область,24.47359,49.41461,Україна
Путятинці,Рогатинський район,Івано-Франківська область,24.65092,49.37582,Україна
Рубче,Перемишлянський район,Львівська область,24.66946,49.50062,Україна
Уїзд,Рогатинський район,Івано-Франківська область,24.71357,49.33479,Україна
Бабухів,Рогатинський район,Івано-Франківська область,24.608,49.35625,Україна
Васючин,Рогатинський район,Івано-Франківська область,24.46673,49.3535,Україна
Верхня Липиця,Рогатинський район,Івано-Франківська область,24.77623,49.35694,Україна
Виспа,Рогатинський район,Івано-Франківська область,24.44904,49.4977,Україна
Яглуш,Рогатинський район,Івано-Франківська область,24.48956,49.48242,Україна
Добринів,Рогатинський район,Івано-Франківська область,24.71254,49.44294,Україна
Долиняни,Рогатинський район,Івано-Франківська область,24.41265,49.4244,Україна
Загір'я,Рогатинський район,Івано-Франківська область,24.48011,49.37908,Україна
Зеленів,Рогатинський район,Івано-Франківська область,24.54157,49.46216,Україна
Княгиничі,Рогатинський район,Івано-Франківська область,24.4614,49.37942,Україна
Конюшки,Рогатинський район,Івано-Франківська область,24.59805,49.32106,Україна
Лапшин,Бережанський район,Тернопільська область,24.77263,49.38063,Україна
Лучинці,Рогатинський район,Івано-Франківська область,24.64165,49.34955,Україна
Любша,Рогатинський район,Івано-Франківська область,24.44304,49.49512,Україна
Нижня Липиця,Рогатинський район,Івано-Франківська область,24.78928,49.3226,Україна
Підкамінь,Рогатинський район,Івано-Франківська область,24.48166,49.45032,Україна
Пуків,Рогатинський район,Івано-Франківська область,24.6928,49.40002,Україна
Руда,Рогатинський район,Івано-Франківська область,24.57813,49.45993,Україна
Сарники,Рогатинський район,Івано-Франківська область,24.73898,49.30939,Україна
Черче,Рогатинський район,Івано-Франківська область,24.55324,49.42938,Україна
Чесники,Рогатинський район,Івано-Франківська область,24.72576,49.39213,Україна
Фрага,Рогатинський район,Івано-Франківська область,24.43995,49.46783,Україна
Стратин,Рогатинський район,Івано-Франківська область,24.70705,49.47367,Україна
Березівка,Рогатинський район,Івано-Франківська область,24.5438,49.33891,Україна
Кліщівна,Рогатинський район,Івано-Франківська область,24.60148,49.48843,Україна
Явче,Рогатинський район,Івано-Франківська область,24.51737,49.34973,Україна
Вільхова,Рогатинський район,Івано-Франківська область,24.48286,49.32981,Україна
Вербилівці,Рогатинський район,Івано-Франківська область,24.60629,49.38955,Україна
Липівка,Рогатинський район,Івано-Франківська область,24.56646,49.51589,Україна
Кривня,Рогатинський район,Івано-Франківська область,24.58895,49.50748,Україна
Мельна,Рогатинський район,Івано-Франківська область,24.45831,49.52396,Україна
Кам'янка,Рогатинський район,Івано-Франківська область,24.48132,49.54079,Україна
Данильче,Рогатинський район,Івано-Франківська область,24.70825,49.36775,Україна
Жовчів,Рогатинський район,Івано-Франківська область,24.73641,49.359,Україна
Григорівська Слобода,Рогатинський район,Івано-Франківська область,24.3984,49.34595,Україна
Лісова,Рогатинський район,Івано-Франківська область,24.64508,49.42921,Україна
Пилипівці,Рогатинський район,Івано-Франківська область,24.72216,49.49152,Україна
Погребівка,Рогатинський район,Івано-Франківська область,24.67135,49.49598,Україна
Добряничі,Перемишлянський район,Львівська область,24.52509,49.56465,Україна
Коропець,Золочівський район,Львівська область,24.89039,49.66919,Україна
Білка,Перемишлянський район,Львівська область,24.61985,49.59675,Україна
Брюховичі,Перемишлянський район,Львівська область,24.57779,49.58559,Україна
Подусільна,Перемишлянський район,Львівська область,24.70345,49.51126,Україна
Старі Стрілища,Жидачівський район,Львівська область,24.42432,49.52843,Україна
Бачів,Перемишлянський район,Львівська область,24.65298,49.54044,Україна
Болотня,Перемишлянський район,Львівська область,24.68405,49.55263,Україна
Дунаїв,Перемишлянський район,Львівська область,24.82361,49.62421,Україна
Новосілки,Перемишлянський район,Львівська область,24.74396,49.58113,Україна
Подусів,Перемишлянський район,Львівська область,24.6825,49.5813,Україна
Біле,Перемишлянський район,Львівська область,24.76954,49.60859,Україна
Смереківка,Перемишлянський район,Львівська область,24.81726,49.65958,Україна
Вишнівчик,Перемишлянський район,Львівська область,24.74619,49.69734,Україна
Виписки,Перемишлянський район,Львівська область,24.67117,49.65958,Україна
Ладанці,Перемишлянський район,Львівська область,24.62517,49.64413,Україна
Вовків,Перемишлянський район,Львівська область,24.59667,49.62147,Україна
Мерещів,Перемишлянський район,Львівська область,24.57419,49.61288,Україна
Кимир,Перемишлянський район,Львівська область,24.51222,49.64979,Україна
Ушковичі,Перемишлянський район,Львівська область,24.54655,49.64189,Україна
Борщів,Перемишлянський район,Львівська область,24.59856,49.66146,Україна
Лоні,Перемишлянський район,Львівська область,24.67306,49.7303,Україна
Липівці,Перемишлянський район,Львівська область,24.65435,49.69133,Україна
Унів,Перемишлянський район,Львівська область,24.59135,49.7121,Україна
Коросне,Перемишлянський район,Львівська область,24.52286,49.68567,Україна
Свірж,Перемишлянський район,Львівська область,24.43892,49.65013,Україна
Глібовичі,Перемишлянський район,Львівська область,24.43789,49.6225,Україна
Кореличі,Перемишлянський район,Львівська область,24.53316,49.53649,Україна
Дусанів,Перемишлянський район,Львівська область,24.61126,49.53272,Україна
Ганачівка,Перемишлянський район,Львівська область,24.42123,49.71022,Україна
Станимир,Перемишлянський район,Львівська область,24.44269,49.73356,Україна
Підгайчики,Золочівський район,Львівська область,24.48732,49.75244,Україна
Лагодів,Перемишлянський район,Львівська область,24.51702,49.7303,Україна
Якторів,Золочівський район,Львівська область,24.56526,49.7406,Україна
Словіта,Золочівський район,Львівська область,24.59667,49.75777,Україна
Новосілки,Золочівський район,Львівська область,24.6516,49.77854,Україна
Нестюки,Золочівський район,Львівська область,24.87991,49.62507,Україна
Богутин,Золочівський район,Львівська область,24.94532,49.66953,Україна
Красносільці,Золочівський район,Львівська область,24.97004,49.7176,Україна
Шпиколоси,Золочівський район,Львівська область,24.85828,49.73665,Україна
Вороняки,Золочівський район,Львівська область,24.89159,49.77596,Україна
Струтин,Золочівський район,Львівська область,24.92729,49.78935,Україна
Кривичі,Золочівський район,Львівська область,24.4269,49.76892,Україна
Перегноїв,Золочівський район,Львівська область,24.5747,49.80823,Україна
Куровичі,Золочівський район,Львівська область,24.59101,49.78781,Україна
Велика Вільшаниця,Золочівський район,Львівська область,24.66293,49.80703,Україна
Червоне,Золочівський район,Львівська область,24.76559,49.80274,Україна
Гологори,Золочівський район,Львівська область,24.7213,49.75193,Україна
Іванівка,Перемишлянський район,Львівська область,24.62071,49.56447,Україна
Поляни,Золочівський район,Львівська область,24.99424,49.74283,Україна
Тростянець,Зборівський район,Тернопільська область,25.03681,49.80497,Україна
Підлипці,Золочівський район,Львівська область,25.05261,49.76807,Україна
Плугів,Золочівський район,Львівська область,25.02497,49.74884,Україна
Рівна,Перемишлянський район,Львівська область,24.7134,49.49701,Україна
Розсохи,Перемишлянський район,Львівська область,24.51565,49.58885,Україна
Плетеничі,Перемишлянський район,Львівська область,24.66173,49.62078,Україна
Утіховичі,Перемишлянський район,Львівська область,24.53144,49.57683,Україна
Підгір'я,Золочівський район,Львівська область,24.90086,49.69236,Україна
Вербиця,Жидачівський район,Львівська область,24.40287,49.37582,Україна
Курний,Перемишлянський район,Львівська область,24.80747,49.62353,Україна
Підсмереки,Перемишлянський район,Львівська область,24.83374,49.64241,Україна
Тернівка,Перемишлянський район,Львівська область,24.80129,49.59383,Україна
Хомина,Перемишлянський район,Львівська область,24.72799,49.60567,Україна
Малий Полюхів,Перемишлянський район,Львівська область,24.70104,49.61769,Україна
Чемеринці,Перемишлянський район,Львівська область,24.78172,49.66301,Україна
Роздоріжне,Золочівський район,Львівська область,24.84301,49.69734,Україна
Лонівка,Перемишлянський район,Львівська область,24.72027,49.71056,Україна
Плеників,Перемишлянський район,Львівська область,24.71752,49.6812,Україна
Пнятин,Перемишлянський район,Львівська область,24.69006,49.64687,Україна
Брикун,Перемишлянський район,Львівська область,24.62637,49.62267,Україна
Осталовичі,Перемишлянський район,Львівська область,24.54243,49.59967,Україна
Неділиська,Перемишлянський район,Львівська область,24.4923,49.62541,Україна
Чуперносів,Перемишлянський район,Львівська область,24.53642,49.66129,Україна
Зашків,Золочівський район,Львівська область,24.74636,49.73579,Україна
Мазів,Золочівський район,Львівська область,24.53968,49.78008,Україна
Лісові,Золочівський район,Львівська область,24.71546,49.72463,Україна
Сивороги,Перемишлянський район,Львівська область,24.54758,49.69974,Україна
Копань,Перемишлянський район,Львівська область,24.43617,49.66919,Україна
Тучне,Перемишлянський район,Львівська область,24.4681,49.57752,Україна
Прибинь,Перемишлянський район,Львівська область,24.46827,49.55898,Україна
Затемне,Перемишлянський район,Львівська область,24.48423,49.71228,Україна
Погорільці,Золочівський район,Львівська область,24.47823,49.7382,Україна
Митулин,Золочівський район,Львівська область,24.62723,49.76789,Україна
Стінка,Золочівський район,Львівська область,24.73641,49.78231,Україна
Ясенівці,Золочівський район,Львівська область,24.84696,49.80205,Україна
Залісся,Золочівський район,Львівська область,24.82412,49.79107,Україна
Майдан-гологірський,Золочівський район,Львівська область,24.7831,49.76892,Україна
Гологірки,Золочівський район,Львівська область,24.71512,49.76498,Україна
Трудовач,Золочівський район,Львівська область,24.69109,49.77373,Україна
Торгів,Золочівський район,Львівська область,24.96283,49.68292,Україна
Чижів,Золочівський район,Львівська область,24.93862,49.69545,Україна
Махнівці,Золочівський район,Львівська область,24.98051,49.69305,Україна
Сновичі,Золочівський район,Львівська область,24.95648,49.73596,Україна
Коропчик,Золочівський район,Львівська область,24.89519,49.74026,Україна
Зарваниця,Золочівський район,Львівська область,24.97965,49.76944,Україна
Золочівка,Золочівський район,Львівська область,24.9127,49.80978,Україна
Підгородне,Золочівський район,Львівська область,24.93691,49.79862,Україна
Зозулі,Золочівський район,Львівська область,24.95407,49.81459,Україна
Козаки,Золочівський район,Львівська область,24.99201,49.79536,Україна
Великий Полюхів,Золочівський район,Львівська область,24.46535,49.79313,Україна
Косичі,Золочівський район,Львівська область,24.48578,49.77167,Україна
Туркотин,Золочівський район,Львівська область,24.43806,49.75004,Україна
Костенів,Перемишлянський район,Львівська область,24.59633,49.59486,Україна
Вижняни,Золочівський район,Львівська область,24.42141,49.80617,Україна
Кам'янисте,Золочівський район,Львівська область,25.10616,49.74506,Україна
Руда,Золочівський район,Львівська область,25.0399,49.74592,Україна
Лука,Золочівський район,Львівська область,25.02153,49.7842,Україна
Новоселище,Золочівський район,Львівська область,25.07595,49.79553,Україна
Осовиця,Золочівський район,Львівська область,25.06994,49.79004,Україна
Дерев'янки,Золочівський район,Львівська область,25.0811,49.80772,Україна
Камінна,Перемишлянський район,Львівська область,24.77331,49.70695,Україна
Підвисоке,Перемишлянський район,Львівська область,24.45213,49.66455,Україна
Задубина,Перемишлянський район,Львівська область,24.43789,49.63983,Україна
Грабник,Перемишлянський район,Львівська область,24.46758,49.60945,Україна
Мивсева,Перемишлянський район,Львівська область,24.43926,49.60516,Україна
Плоска,Перемишлянський район,Львівська область,24.43359,49.57409,Україна
Лани,Перемишлянський район,Львівська область,24.4269,49.55074,Україна
Кульби,Золочівський район,Львівська область,24.98171,49.65288,Україна
Надільне,Золочівський район,Львівська область,24.97364,49.64413,Україна
Кучерівка,Перемишлянський район,Львівська область,24.77245,49.65254,Україна
Ремезівці,Золочівський район,Львівська область,24.88283,49.71983,Україна
Гуральня,Перемишлянський район,Львівська область,24.77091,49.64327,Україна
Кузубатиця,Перемишлянський район,Львівська область,24.77022,49.63262,Україна
Бібщани,Золочівський район,Львівська область,24.92849,49.62953,Україна
Жуків,Золочівський район,Львівська область,24.80009,49.71313,Україна
Кропивна,Золочівський район,Львівська область,24.80679,49.68738,Україна
Шопки,Золочівський район,Львівська область,24.52458,49.7545,Україна
Кобилеччина,Золочівський район,Львівська область,24.95562,49.76807,Україна
Кийків,Золочівський район,Львівська область,24.95699,49.78042,Україна
Рубче,Перемишлянський район,Львівська область,24.66911,49.50165,Україна
Поплави,Підгаєцький район,Тернопільська область,25.25705,49.31145,Україна
Сонячне,Підгаєцький район,Тернопільська область,25.29757,49.32844,Україна
Заберізки,Козівський район,Тернопільська область,25.1302,49.55658,Україна
Гайок,Бережанський район,Тернопільська область,24.92334,49.47521,Україна
Ясне,Бережанський район,Тернопільська область,25.07441,49.47761,Україна
Степове,Підгаєцький район,Тернопільська область,25.2404,49.33788,Україна
Йосипівка,Зборівський район,Тернопільська область,25.08522,49.60567,Україна
Городище,Козівський район,Тернопільська область,25.36297,49.49633,Україна
Івачів Горішній,Тернопільський район,Тернопільська область,25.52124,49.65511,Україна
Писарівка,Бережанський район,Тернопільська область,24.8255,49.58937,Україна
Нараїв,Бережанський район,Тернопільська область,24.79391,49.52911,Україна
Августівка,Козівський район,Тернопільська область,25.09518,49.58593,Україна
Бишки,Козівський район,Тернопільська область,25.03098,49.52156,Україна
Велика Плавуча,Козівський район,Тернопільська область,25.22375,49.59263,Україна
Великий Ходачків,Козівський район,Тернопільська область,25.43335,49.4874,Україна
Веснівка,Козівський район,Тернопільська область,25.30186,49.44036,Україна
Вівся,Козівський район,Тернопільська область,25.22959,49.37324,Україна
Вікторівка,Козівський район,Тернопільська область,25.19131,49.44105,Україна
Вибудів,Козівський район,Тернопільська область,25.10119,49.52602,Україна
Вимислівка,Козівський район,Тернопільська область,25.18066,49.52843,Україна
Геленки,Козівський район,Тернопільська область,25.1635,49.46491,Україна
Денисів,Козівський район,Тернопільська область,25.33585,49.4589,Україна
Дмухівці,Козівський район,Тернопільська область,25.33653,49.54439,Україна
Драгоманівка,Козівський район,Тернопільська область,25.39507,49.4244,Україна
Дибще,Козівський район,Тернопільська область,25.08453,49.43916,Україна
Золота Слобода,Козівський район,Тернопільська область,25.24933,49.42148,Україна
Ішків,Козівський район,Тернопільська область,25.34941,49.40946,Україна
Йосипівка,Козівський район,Тернопільська область,25.15303,49.40174,Україна
Кальне,Козівський район,Тернопільська область,25.15011,49.3729,Україна
Козівка,Козівський район,Тернопільська область,25.10822,49.45701,Україна
Конюхи,Козівський район,Тернопільська область,25.05158,49.56018,Україна
Криве,Козівський район,Тернопільська область,25.09329,49.4062,Україна
Купчинці,Козівський район,Тернопільська область,25.35524,49.44963,Україна
Медова,Козівський район,Тернопільська область,25.21671,49.54576,Україна
Плоске,Козівський район,Тернопільська область,25.26598,49.46577,Україна
Покропивна,Козівський район,Тернопільська область,25.36417,49.59022,Україна
Потік,Козівський район,Тернопільська область,25.03492,49.51177,Україна
Росохуватець,Козівський район,Тернопільська область,25.31061,49.40483,Україна
Сеньків,Козівський район,Тернопільська область,25.10531,49.49049,Україна
Слобідка,Козівський район,Тернопільська область,25.3458,49.51366,Україна
Таурів,Козівський район,Тернопільська область,25.27714,49.54182,Україна
Теофіпілка,Козівський район,Тернопільська область,25.21328,49.45307,Україна
Уритва,Козівський район,Тернопільська область,25.20195,49.49203,Україна
Хоробрів,Козівський район,Тернопільська область,25.1211,49.60035,Україна
Ценів,Козівський район,Тернопільська область,25.10084,49.50989,Україна
Радехів,Радехівський район,Львівська область,24.64285,50.27962,Україна
Буськ,Буський район,Львівська область,24.61504,49.97234,Україна
Броди,Бродівський район,Львівська область,25.16573,50.06967,Україна
Лопатин,Радехівський район,Львівська область,24.84816,50.21902,Україна
Олесько,Буський район,Львівська область,24.89399,49.96479,Україна
Підкамінь,Бродівський район,Львівська область,25.31748,49.94316,Україна
Красне,Буський район,Львівська область,24.60371,49.9078,Україна
Глиняни,Золочівський район,Львівська область,24.52131,49.82059,Україна
